RESORT	BUILDING	GRS_CODES	CRDITS_PICKUP	SQUARE_UNIT_MEASUREMENT	SQUARE_UNITS	ORDER_BY	ROOM	KEY_CODE	EXTENSIONS	TURNDOWN	PHONE_NUMBER	DECODE_R_MEETINGROOM_YN_Y_F_ME	RATE_AMOUNT	SMOKING_PREFERENCE	TYPE	CLASS	DESCRIPTION	CREDITS_DEPARTURE	CREDITS_TURNDOWN	CREDITS	FLOOR	ROOM_FLOOR	RATE_CODE	MAX_OCCUPANCY	HK_SECTION_CODE	HK_EVENING_SECTION	COMPONENT_ROOM	CONNECTING_SUITES	FEATURES	OVOS_GRADE_CODE
MALHA			.25		18.69	1	1021			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		4	10G				SGAR,YEL,MIX	
MALHA			.25		18.69	1	1023			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		4	10G				TOW,YEL,ST,MIX	
MALHA			.5		53.25	1	1025			Y		N		NS	XOTG	SU	2 king bed and 1 sofa beds big	1.5	0	1	10	10		6	10K				TOW,BLU,ST,LRG,REV,MIX,SFB	
MALHA			.25			1	1026			Y		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10K				GAR,ST,RED,MIX	
MALHA			.25		20.96	1	1027			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		2	10K				TOW,ST,OR,MIX	
MALHA			.25		20.96	1	1028			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10K			1030	CON,GAR,ST,RED,MIX	
MALHA			.25		20.96	1	1029			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		4	10K				TOW,REV,MIX,RED	
MALHA			.25		20.96	1	1030			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10K			1028	CON,GAR,MIX,RED	
MALHA			.25		20.96	1	1031			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		2	10K				TOW,REV,MIX,RED	
MALHA			.25		20.96	1	1032			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10K				GAR,RED,MIX	
MALHA			.25		20.96	1	1033			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		4	10K				TOW,AWY,REV,MIX,RED	
MALHA			.25		20.96	1	1034			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10K				GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1035			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		2	10K				TOW,AWY,REV,MIX,RED	
MALHA			.25		20.96	1	1036			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10K				GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1037			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		4	10K				TOW,AWY,OR,REV,MIX	
MALHA			.25		20.96	1	1038			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10K				GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1039			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		4	10K				TOW,AWY,OR,MIX	
MALHA			.25		20.96	1	1040			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10K				GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1041			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		2	10K				TOW,AWY,OR,MIX	
MALHA			.25		20.96	1	1042			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10K				GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1043			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	10	10		4	10K				TOW,AWY,OR,MIX	
MALHA			.25		20.96	1	1044			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10K			1046	CON,GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1045			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	10	10		2	10K				TOW,AWY,OR	
MALHA			.25		20.96	1	1046			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10K			1044	CON,GAR,AWY,YEL	
MALHA			.5		30.66	1	1047			N		N		NS	TOTG	DLX FAM	2 King beds and 1 sofa bed big	1.5	0	1	10	10		5	10M				TOW,AWY,ST,OR,LRG,SFB	
MALHA			.5		42.37	1	1048			N		N		NS	KOTG	DLX FAM	1 king bed and 2 sofa beds small	1.5	0	1	10	10		2	10M				GAR,AWY,YEL,ST,LRG,REV,SFB	
MALHA			.5		33.59	1	1049			N		N		NS	KOTG	DLX FAM	1 king bed and 2 sofa beds small	1.5	0	1	10	10		4	10M				TOW,AWY,ST,LRG,RED,MIX	
MALHA			.5		31.72	1	1050			Y		N		NS	XKLG	SU JR	1x kingbed with sofa bed large	1.5	0	1	10	10		4	10M				GAR,AWY,LRG,MIX,RED,SFB	
MALHA			.25		20.96	1	1051			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10M			1052	CON,GAR,AWY,YEL,MIX	
MALHA			.25		20.96	1	1052			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10M			1051	CON,GAR,AWY,YEL,LBA,MIX	
MALHA			.25		20.96	1	1053			N		N		NS	KDXG	DLX	Deluxe King Large Garden	1	0	.5	10	10		2	10M			1054	CON,GAR,AWY,LBA,RED,MIX	
MALHA			.25		20.96	1	1054			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10M			1053	CON,GAR,AWY,YEL,ST,LBA,MIX	
MALHA			.25		20.96	1	1055			N		N		NS	TDXG	DLX	DeluxeTwin Large Garden	1	0	.5	10	10		4	10M				GAR,AWY,YEL,ST,LBA,MIX	
MALHA			1		40.05	1	1101			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	11	11		4	11G				PAN,ST,GR,TER,LRG,MIX,SFB	
MALHA			1		40.05	1	1102			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	11	11		4	11G				PAN,ST,QT,GR,TER,LRG,MIX,SFB	
MALHA			.25		18.7	1	1103			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11G				GAR,RED	
MALHA			.25		18.7	1	1104			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11G				SGAR,QT,OR,REV	
MALHA			.25		18.7	1	1105			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11G				GAR,RED,MIX	
MALHA			.25		18.7	1	1106			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11G				SGAR,QT,OR,REV,MIX	
MALHA			.25		18.7	1	1107			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11G				GAR,YEL,MIX	
MALHA			.25		18.7	1	1108			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11G				SGAR,QT,OR,REV,MIX	
MALHA			.25		18.7	1	1109			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11G				GAR,NE,QT,RED,MIX	
MALHA			0		18.7	1	1111			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11G				GAR,NE,YEL,MIX	
MALHA			0		18.7	1	1112			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11G				SGAR,NE,QT,OR,SBA,REV,MIX	
MALHA			0		18.7	1	1113			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11G				GAR,NE,YEL,MIX	
MALHA			0		18.7	1	1115			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11G				GAR,NE,RED,MIX	
MALHA			0		18.7	1	1116			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11G				SGAR,NE,YEL,QT,SBA,MIX	
MALHA			0		18.7	1	1117			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11G				SGAR,NE,QT,RED,MIX	
MALHA			0		18.7	1	1118			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11G				SGAR,NE,QT,RED,MIX	
MALHA			0		18.7	1	1119			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11G				SGAR,YEL,ST,QT,MIX	
MALHA			0		23.16	1	1120			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11G				SGAR,ST,YEL,REV,NSH,MIX	
MALHA			.5		53.25	1	1121			Y		N		NS	XOTG	SU	family suite - 2 ROOMS 1 bed king and one sofa bed big	1.5	0	1	11	11		6	11K				TOW,ST,LBA,RED,SFB	
MALHA			0		20.96	1	1122			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11K				GAR,ST,RED,MIX	
MALHA			0		20.96	1	1123			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11K			1125	CON,TOW,OR,MIX	
MALHA			0		20.96	1	1124			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11K			1126	CON,RED,MIX	
MALHA			0		20.96	1	1125			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11K			1123	CON,TOW,RED,MIX	
MALHA			0		20.96	1	1126			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11K			1124	CON,GAR,MIX,RED	
MALHA			0		20.96	1	1127			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11K				TOW,OR,REV,MIX	
MALHA			0		20.96	1	1128			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11K				GAR,RED,MIX	
MALHA			0		20.96	1	1129			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11K				TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1130			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11K				GAR,AWY,RED,MIX	
MALHA			0		20.96	1	1131			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11K				TOW,AWY,REV,MIX,RED	
MALHA			0		20.96	1	1132			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11K				GAR,AWY,YEL,MIX	
MALHA			0		20.96	1	1133			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11K				TOW,AWY,REV,MIX,RED	
MALHA			0		20.96	1	1134			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11K				GAR,AWY,RED,MIX	
MALHA			0		20.96	1	1135			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11K				TOW,AWY,REV,MIX,RED	
MALHA			0		20.96	1	1136			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11K				GAR,AWY,YEL,MIX	
MALHA			0		20.96	1	1137			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11K				TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1138			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11K				GAR,AWY,RED,MIX	
MALHA			0		20.96	1	1139			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	11	11		2	11K			1141	CON,TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1140			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11K			1142	CON,GAR,AWY,RED,MIX	
MALHA			0		20.96	1	1141			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	11	11		4	11K			1139	CON,TOW,AWY,OR,REV	
MALHA			0		20.96	1	1142			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11K			1140	CON,GAR,AWY,RED	
MALHA			.5		30.66	1	1143			N		N		NS	KOTG	DLX FAM	Deluxe King Family Room	1.5	0	1	11	11		5	11M				TOW,AWY,OR,LRG,REV,SFB	
MALHA			.5		42.37	1	1144			N		N		NS	KOTG	DLX FAM	Deluxe King Family Room	1.5	0	1	11	11		4	11M				GAR,AWY,YEL,ST,LRG,REV,SFB	
MALHA			.5		33.59	1	1145			N		N		NS	KOTG	DLX FAM	King bed and 1 sofa beds large	1.5	0	1	11	11		4	11M				TOW,AWY,ST,OR,LRG,REV,MIX	
MALHA			.5		31.72	1	1146			Y		N		NS	XKLG	SU JR	1x King with sofa bed large	1.5	0	1	11	11		4	11M				GAR,AWY,LRG,MIX,RED,SFB	
MALHA			0		20.96	1	1147			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11M			1148	CON,GAR,AWY,YEL,MIX	
MALHA			0		20.96	1	1148			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11M			1147	CON,GAR,AWY,YEL,MIX	
MALHA			0		20.96	1	1149			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11M			1150	CON,GAR,AWY,YEL,MIX	
MALHA			0		20.96	1	1150			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	11	11		2	11M			1149	CON,GAR,AWY,YEL,ST,MIX	
MALHA			0		20.96	1	1151			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	11	11		4	11M				GAR,AWY,ST,GR,MIX	
MALHA			0		40.05	1	1201			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	12	12		4	12G				PAN,ST,GR,TER,LRG,MIX,SFB	
MALHA			0		40.05	1	1202			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	12	12		2	12G				PAN,ST,QT,GR,TER,LRG,MIX	
MALHA			0		18.7	1	1203			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	12	12		4	12G				GAR,GR,MIX	
MALHA			0		18.7	1	1204			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	12	12		4	12G				SGAR,BLU,QT,REV,MIX	
MALHA			0		18.7	1	1205			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12G				GAR,YEL,MIX	
MALHA			0		18.7	1	1206			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,QT,OR,MIX	
MALHA			0		18.7	1	1207			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12G				GAR,NE,YEL,MIX	
MALHA			0		18.7	1	1208			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,NE,QT,OR,REV,MIX	
MALHA			0		18.7	1	1209			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12G				GAR,NE,YEL,MIX	
MALHA			0		18.7	1	1210			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,NE,QT,REV,RED,MIX	
MALHA			0		18.7	1	1211			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12G				GAR,NE,YEL,SBA,MIX	
MALHA			0		18.07	1	1213			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12G				GAR,NE,GR,MIX	
MALHA			0		18.7	1	1214			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,NE,YEL,QT,SBA,MIX	
MALHA			0		18.7	1	1215			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,NE,YEL,QT,MIX	
MALHA			0		18.7	1	1216			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,NE,QT,RED,MIX	
MALHA			0		18.7	1	1217			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,YEL,ST,QT,MIX	
MALHA			0		23.16	1	1218			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12G				SGAR,TOW,ST,YEL,LRG,REV,NSH,MIX	
MALHA			.5		53.25	1	1219			Y		N		NS	XOTG	SU	family suite - 2x King beds, 1 sofabeds small ( Separate living room )	1.5	0	1	12	12		6	12K				ST,GR,LRG,SFB,MIX	
MALHA			0		20.96	1	1220			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K				GAR,ST,GR,MIX	
MALHA			0		20.96	1	1221			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	12	12		4	12K			1223	CON,TOW,BLU,MIX	
MALHA			0		20.96	1	1222			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	12	12		4	12K				CON,GAR,GR,MIX	
MALHA			0		20.96	1	1223			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K			1221	CON,TOW,OR,MIX	
MALHA			0		20.96	1	1224			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K				CON,GAR,YEL,MIX	
MALHA			0		20.96	1	1225			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K				TOW,BLU,MIX	
MALHA			0		20.96	1	1226			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K				GAR,GR,MIX	
MALHA			0		20.96	1	1227			N		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	12	12		4	12K				TOW,AWY,BLU,MIX	
MALHA			0		20.96	1	1228			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	12	12		4	12K				GAR,AWY,YEL,MIX	
MALHA			0		20.96	1	1229			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K				TOW,AWY,BLU,MIX	
MALHA			0		20.96	1	1230			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K				GAR,AWY,GR,MIX	
MALHA			0		20.96	1	1231			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K				TOW,AWY,BLU,REV,MIX	
MALHA			0		20.96	1	1232			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K				GAR,AWY,GR,MIX	
MALHA			0		20.96	1	1233			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K				TOW,AWY,BLU,REV,MIX	
MALHA			0		20.96	1	1234			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K				GAR,AWY,GR,MIX	
MALHA			0		20.96	1	1235			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K				TOW,AWY,BLU,REV,MIX	
MALHA			0		20.96	1	1236			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	12	12		4	12K				GAR,AWY,GR,MIX	
MALHA			0		20.96	1	1237			N		N		NS	KSTG	DLX	Deluxe King Town View	1	0	.5	12	12		2	12K				TOW,AWY,BLU,REV,MIX	
MALHA			0		20.96	1	1238			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12K			1240	CON,GAR,AWY,GR,MIX	
MALHA			0		20.96	1	1239			Y		N		NS	TSTG	DLX	Deluxe Twin Town View	1	0	.5	12	12		4					TOW,AWY,BLU,REV	
MALHA			0		20.96	1	1240			N		N		NS	TPLG	DLX PAN	Deluxe Twin Panoramic	1	0	.5	12	12		4	12K			1238	CON,GAR,AWY,YEL	
MALHA			.5		30.66	1	1241			N		N		NS	TOTG	DLX FAM	2 king bed and 1 sofa bed small	1.5	0	1	12	12		5	12M				TOW,AWY,ST,OR,LRG,REV,SFB	
MALHA			.5		42.37	1	1242			N		N		NS	KOTG	DLX FAM	1 king bed and 1 Sofabed small	1.5	0	1	12	12		2	12M				GAR,AWY,ST,LRG,SFB,RED	
MALHA			.5		33.59	1	1243			N		N		NS	KOTG	DLX FAM	1 king bed and 2 sofa beds small	1.5	0	1	12	12		4	12M				TOW,AWY,ST,OR,LRG,REV,MIX	
MALHA			.5		31.72	1	1244			Y		N		NS	XKLG	SU JR	1x king beds with sofa bed small	1.5	0	1	12	12		4	12M	12M			GAR,AWY,YEL,LRG,SFB,MIX	
MALHA			0		20.96	1	1245			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12M			1246	CON,GAR,AWY,RED,MIX	
MALHA			0		20.96	1	1246			Y		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12M			1245	CON,GAR,AWY,GR,MIX	
MALHA			0		20.96	1	1247			N		N		NS	KOTG	DLX FAM	Deluxe King Family Room	1	0	.6	12	12		4	12M				GAR,AWY,GR,MIX,SFB	
MALHA			0			1	1248			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12M				GAR,AWY,ST,GR,MIX	
MALHA			0		20.96	1	1249			N		N		NS	KPLG	DLX PAN	Deluxe King Panoramic	1	0	.5	12	12		2	12M				GAR,AWY,ST,GR,MIX	
MALHA			0		40.05	1	1301			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	12	13		4	13G	13E			PAN,ST,TER,LRG,SFB,MIX,RED	
MALHA			0		40.05	1	1302			Y		N		NS	XCIG	SU DLX	TERRACE SUITE	3	0	1.5	12	13		4	13G	13E			PAN,ST,QT,GR,LRG,MIX,SFB	
MALHA			0		18.7	1	1303			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13G	13E			TLF,PAN,YEL	
MALHA			0		18.7	1	1304			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13E			SGAR,NE,QT,OR,REV	
MALHA			0		18.7	1	1305			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13G	13E			PAN,NE,MIX,RED	
MALHA			0		18.7	1	1306			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13E			SGAR,NE,QT,OR,REV,MIX	
MALHA			0		18.7	1	1307			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13G	13E			PAN,NE,GR,MIX	
MALHA			0		18.7	1	1308			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13E			SGAR,NE,QT,OR,REV,MIX	
MALHA			0		18.7	1	1309			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13G	13E			PAN,NE,YEL,VINYL,MIX	
MALHA			0		18.7	1	1311			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13G	13G			PAN,NE,YEL,MIX	
MALHA			0		18.7	1	1312			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13G			SGAR,NE,GR,QT,REV,MIX	
MALHA			0		18.7	1	1313			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13G			SGAR,NE,GR,QT,REV,MIX	
MALHA			0		18.7	1	1314			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13G			SGAR,NE,GR,QT,REV,MIX	
MALHA			0		18.7	1	1315			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13G			SGAR,ST,GR,QT,REV,MIX	
MALHA			0		23.16	1	1316			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13G	13G			SGAR,ST,GR,LRG,REV,NSH,MIX	
MALHA			.5		53.25	1	1317			Y		N		NS	XOTG	SU	2  King beds and 1 sofa bed big	1.5	0	1		13		6	13K	13K			TOW,ST,OR,LRG,SFB	
MALHA			0		20.96	1	1318			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13K	13K			PAN,ST,RED,MIX	
MALHA			0		20.96	1	1319			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13K	13K		1321	CON,TOW,VINYL,MIX,RED	
MALHA			0		20.96	1	1320			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13K	13K		1322	CON,PAN,VINYL,RED,MIX	
MALHA			0		20.96	1	1321			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	13	13		4	13K	13K		1319	CON,TOW,VINYL,MIX,RED	
MALHA			0		20.96	1	1322			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	13	13		4	13K	13K		1320	CON,PAN,YEL,VINYL,MIX	
MALHA			0		20.96	1	1323			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13K	13K			TOW,BLU,VINYL,MIX	
MALHA			0		20.96	1	1324			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		4	13K	13K			PAN,YEL,VINYL,MIX	
MALHA			0		20.96	1	1325			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	13	13		4	13K	13K			TOW,OR,MIX	
MALHA			0		20.96	1	1326			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13K	13K			PAN,YEL,VINYL,MIX	
MALHA			0		20.96	1	1327			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13K	13K			TOW,OR,REV,MIX,VINYL	
MALHA			0		20.96	1	1328			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13K	13K			PAN,YEL,VINYL,MIX	
MALHA			0		20.96	1	1329			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	13	13		4	13K	13K			TOW,AWY,OR,REV,MIX,VINYL	
MALHA			0		20.96	1	1330			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	13	13		4	13K	13K			PAN,AWY,YEL,MIX	
MALHA			0		20.96	1	1331			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13K	13K			TOW,AWY,REV,VINYL,MIX,RED	
MALHA			0		20.96	1	1332			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13K	13K			PAN,AWY,RED,MIX	
MALHA			0		20.96	1	1333			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	13	13		4	13K	13K			TOW,AWY,OR,REV,MIX,VINYL	
MALHA			0		20.96	1	1334			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	13	13		4	13K	13K			PAN,AWY,YEL,MIX,VINYL	
MALHA			0		20.96	1	1335			Y		N		NS	KBUG	CL	King Club City View	1	0	.5	13	13		2	13K	13K			TOW,AWY,OR,REV,MIX	
MALHA			0		20.96	1	1336			Y		N		NS	KCIG	CL	Club King Panoramic	1	0	.5	13	13		2	13K	13K			PAN,AWY,YEL,MIX,VINYL	
MALHA			0		20.96	1	1337			Y		N		NS	TBUG	CL	Twin Club City View	1	0	.5	13	13		4	13K				TOW,AWY,OR,REV,VINYL	
MALHA			0		20.96	1	1338			Y		N		NS	TCIG	CL	Club Twin Panoramic	1	0	.5	13	13		4	13K	13K			PAN,AWY,GR,VINYL	
MALHA			.5		30.66	1	1339			Y		N		NS	KOTG	DLX FAM	Deluxe King Family Room	1.5	0	1	13	13		5	13M	13M			TOW,AWY,ST,OR,LRG,REV,SFB	
